Date_reported,Country,Country_code,New_cases,Total_Infected,New_deaths,Total_Deaths,Susceptible,Recoverd
1/23/2025,Sri Lanka,LK,0,672812,0,16907,22556658,655905
1/24/2025,Sri Lanka,LK,0,672812,0,16907,22556658,655905
1/25/2025,Sri Lanka,LK,0,672812,0,16907,22556658,655905
1/26/2025,Sri Lanka,LK,0,672812,0,16907,22556658,655905
1/27/2025,Sri Lanka,LK,0,672812,0,16907,22556658,655905
1/28/2025,Sri Lanka,LK,0,672812,0,16907,22556658,655905
1/29/2025,Sri Lanka,LK,0,672812,0,16907,22556658,655905
1/30/2025,Sri Lanka,LK,0,672812,0,16907,22556658,655905
1/31/2025,Sri Lanka,LK,0,672812,0,16907,22556658,655905
2/1/2025,Sri Lanka,LK,0,672812,0,16907,22556658,655905
2/2/2025,Sri Lanka,LK,0,672812,0,16907,22556658,655905
