Date_reported,Country,Country_code,New_cases,Total_Infected,New_deaths,Total_Deaths,Susceptible,Recoverd
12/22/2023,Sri Lanka,LK,8,672673,0,16888,22556797,655785
12/23/2023,Sri Lanka,LK,0,672673,0,16888,22556797,655785
12/24/2023,Sri Lanka,LK,6,672679,0,16888,22556791,655791
12/25/2023,Sri Lanka,LK,0,672679,0,16888,22556791,655791
12/26/2023,Sri Lanka,LK,6,672685,0,16888,22556785,655797
12/27/2023,Sri Lanka,LK,0,672685,0,16888,22556785,655797
12/28/2023,Sri Lanka,LK,0,672685,0,16888,22556785,655797
12/29/2023,Sri Lanka,LK,0,672685,2,16890,22556785,655795
12/30/2023,Sri Lanka,LK,17,672702,0,16890,22556768,655812
12/31/2023,Sri Lanka,LK,5,672707,0,16890,22556763,655817
1/1/2024,Sri Lanka,LK,0,672707,0,16890,22556763,655817
1/2/2024,Sri Lanka,LK,3,672710,1,16891,22556760,655819
1/3/2024,Sri Lanka,LK,0,672710,0,16891,22556760,655819
1/4/2024,Sri Lanka,LK,3,672713,0,16891,22556757,655822
1/5/2024,Sri Lanka,LK,0,672713,0,16891,22556757,655822
1/6/2024,Sri Lanka,LK,5,672718,0,16891,22556752,655827
1/7/2024,Sri Lanka,LK,3,672721,2,16893,22556749,655828
1/8/2024,Sri Lanka,LK,0,672721,0,16893,22556749,655828
1/9/2024,Sri Lanka,LK,0,672721,0,16893,22556749,655828
1/10/2024,Sri Lanka,LK,5,672726,0,16893,22556744,655833
1/11/2024,Sri Lanka,LK,2,672728,0,16893,22556742,655835
1/12/2024,Sri Lanka,LK,1,672729,0,16893,22556741,655836
1/13/2024,Sri Lanka,LK,5,672734,0,16893,22556736,655841
1/14/2024,Sri Lanka,LK,0,672734,0,16893,22556736,655841
1/15/2024,Sri Lanka,LK,0,672734,0,16893,22556736,655841
1/16/2024,Sri Lanka,LK,0,672734,0,16893,22556736,655841
1/17/2024,Sri Lanka,LK,4,672738,0,16893,22556732,655845
1/18/2024,Sri Lanka,LK,0,672738,0,16893,22556732,655845
1/19/2024,Sri Lanka,LK,0,672738,0,16893,22556732,655845
1/20/2024,Sri Lanka,LK,0,672738,0,16893,22556732,655845
1/21/2024,Sri Lanka,LK,0,672738,0,16893,22556732,655845
1/22/2024,Sri Lanka,LK,2,672740,0,16893,22556730,655847
1/23/2024,Sri Lanka,LK,0,672740,0,16893,22556730,655847
1/24/2024,Sri Lanka,LK,3,672743,0,16893,22556727,655850
1/25/2024,Sri Lanka,LK,1,672744,0,16893,22556726,655851
1/26/2024,Sri Lanka,LK,0,672744,0,16893,22556726,655851
1/27/2024,Sri Lanka,LK,0,672744,0,16893,22556726,655851
1/28/2024,Sri Lanka,LK,0,672744,0,16893,22556726,655851
1/29/2024,Sri Lanka,LK,1,672745,3,16896,22556725,655849
1/30/2024,Sri Lanka,LK,0,672745,0,16896,22556725,655849
1/31/2024,Sri Lanka,LK,0,672745,0,16896,22556725,655849
2/1/2024,Sri Lanka,LK,0,672745,0,16896,22556725,655849
2/2/2024,Sri Lanka,LK,0,672745,0,16896,22556725,655849
2/3/2024,Sri Lanka,LK,0,672745,0,16896,22556725,655849
2/4/2024,Sri Lanka,LK,0,672745,0,16896,22556725,655849
2/5/2024,Sri Lanka,LK,0,672745,0,16896,22556725,655849
2/6/2024,Sri Lanka,LK,1,672746,1,16897,22556724,655849
2/7/2024,Sri Lanka,LK,0,672746,0,16897,22556724,655849
2/8/2024,Sri Lanka,LK,0,672746,0,16897,22556724,655849
2/9/2024,Sri Lanka,LK,1,672747,0,16897,22556723,655850
2/10/2024,Sri Lanka,LK,0,672747,0,16897,22556723,655850
2/11/2024,Sri Lanka,LK,0,672747,0,16897,22556723,655850
2/12/2024,Sri Lanka,LK,0,672747,0,16897,22556723,655850
2/13/2024,Sri Lanka,LK,0,672747,0,16897,22556723,655850
2/14/2024,Sri Lanka,LK,1,672748,0,16897,22556722,655851
2/15/2024,Sri Lanka,LK,0,672748,0,16897,22556722,655851
2/16/2024,Sri Lanka,LK,0,672748,0,16897,22556722,655851
2/17/2024,Sri Lanka,LK,0,672748,0,16897,22556722,655851
2/18/2024,Sri Lanka,LK,0,672748,0,16897,22556722,655851
2/19/2024,Sri Lanka,LK,0,672748,0,16897,22556722,655851
2/20/2024,Sri Lanka,LK,0,672748,0,16897,22556722,655851
2/21/2024,Sri Lanka,LK,0,672748,0,16897,22556722,655851
2/22/2024,Sri Lanka,LK,0,672748,0,16897,22556722,655851
2/23/2024,Sri Lanka,LK,0,672748,0,16897,22556722,655851
2/24/2024,Sri Lanka,LK,1,672749,0,16897,22556721,655852
2/25/2024,Sri Lanka,LK,0,672749,0,16897,22556721,655852
2/26/2024,Sri Lanka,LK,0,672749,0,16897,22556721,655852
2/27/2024,Sri Lanka,LK,1,672750,0,16897,22556720,655853
2/28/2024,Sri Lanka,LK,0,672750,0,16897,22556720,655853
2/29/2024,Sri Lanka,LK,0,672750,0,16897,22556720,655853
3/1/2024,Sri Lanka,LK,0,672750,0,16897,22556720,655853
3/2/2024,Sri Lanka,LK,0,672750,0,16897,22556720,655853
3/3/2024,Sri Lanka,LK,0,672750,0,16897,22556720,655853
3/4/2024,Sri Lanka,LK,0,672750,0,16897,22556720,655853
3/5/2024,Sri Lanka,LK,0,672750,0,16897,22556720,655853
3/6/2024,Sri Lanka,LK,0,672750,0,16897,22556720,655853
3/7/2024,Sri Lanka,LK,0,672750,0,16897,22556720,655853
3/8/2024,Sri Lanka,LK,0,672750,0,16897,22556720,655853
3/9/2024,Sri Lanka,LK,0,672750,0,16897,22556720,655853
3/10/2024,Sri Lanka,LK,1,672751,0,16897,22556719,655854
3/11/2024,Sri Lanka,LK,0,672751,0,16897,22556719,655854
3/12/2024,Sri Lanka,LK,0,672751,0,16897,22556719,655854
3/13/2024,Sri Lanka,LK,0,672751,0,16897,22556719,655854
3/14/2024,Sri Lanka,LK,0,672751,0,16897,22556719,655854
3/15/2024,Sri Lanka,LK,0,672751,0,16897,22556719,655854
3/16/2024,Sri Lanka,LK,0,672751,0,16897,22556719,655854
3/17/2024,Sri Lanka,LK,0,672751,0,16897,22556719,655854
3/18/2024,Sri Lanka,LK,0,672751,0,16897,22556719,655854
3/19/2024,Sri Lanka,LK,2,672753,0,16897,22556717,655856
3/20/2024,Sri Lanka,LK,0,672753,0,16897,22556717,655856
3/21/2024,Sri Lanka,LK,0,672753,0,16897,22556717,655856
3/22/2024,Sri Lanka,LK,0,672753,0,16897,22556717,655856
3/23/2024,Sri Lanka,LK,0,672753,0,16897,22556717,655856
3/24/2024,Sri Lanka,LK,1,672754,2,16899,22556716,655855
3/25/2024,Sri Lanka,LK,0,672754,0,16899,22556716,655855
3/26/2024,Sri Lanka,LK,0,672754,0,16899,22556716,655855
3/27/2024,Sri Lanka,LK,0,672754,0,16899,22556716,655855
3/28/2024,Sri Lanka,LK,0,672754,0,16899,22556716,655855
3/29/2024,Sri Lanka,LK,0,672754,0,16899,22556716,655855
3/30/2024,Sri Lanka,LK,0,672754,0,16899,22556716,655855
3/31/2024,Sri Lanka,LK,0,672754,0,16899,22556716,655855
4/1/2024,Sri Lanka,LK,0,672754,0,16899,22556716,655855
4/2/2024,Sri Lanka,LK,0,672754,0,16899,22556716,655855
4/3/2024,Sri Lanka,LK,0,672754,0,16899,22556716,655855
4/4/2024,Sri Lanka,LK,0,672754,0,16899,22556716,655855
4/5/2024,Sri Lanka,LK,0,672754,0,16899,22556716,655855
4/6/2024,Sri Lanka,LK,0,672754,0,16899,22556716,655855
4/7/2024,Sri Lanka,LK,0,672754,0,16899,22556716,655855
4/8/2024,Sri Lanka,LK,0,672754,0,16899,22556716,655855
4/9/2024,Sri Lanka,LK,0,672754,0,16899,22556716,655855
4/10/2024,Sri Lanka,LK,0,672754,0,16899,22556716,655855
4/11/2024,Sri Lanka,LK,0,672754,0,16899,22556716,655855
4/12/2024,Sri Lanka,LK,0,672754,0,16899,22556716,655855
4/13/2024,Sri Lanka,LK,0,672754,0,16899,22556716,655855
4/14/2024,Sri Lanka,LK,0,672754,0,16899,22556716,655855
4/15/2024,Sri Lanka,LK,0,672754,0,16899,22556716,655855
4/16/2024,Sri Lanka,LK,0,672754,0,16899,22556716,655855
4/17/2024,Sri Lanka,LK,0,672754,0,16899,22556716,655855
4/18/2024,Sri Lanka,LK,0,672754,0,16899,22556716,655855
4/19/2024,Sri Lanka,LK,0,672754,0,16899,22556716,655855
4/20/2024,Sri Lanka,LK,0,672754,0,16899,22556716,655855
4/21/2024,Sri Lanka,LK,0,672754,0,16899,22556716,655855
4/22/2024,Sri Lanka,LK,0,672754,0,16899,22556716,655855
4/23/2024,Sri Lanka,LK,0,672754,0,16899,22556716,655855
4/24/2024,Sri Lanka,LK,0,672754,0,16899,22556716,655855
4/25/2024,Sri Lanka,LK,0,672754,0,16899,22556716,655855
4/26/2024,Sri Lanka,LK,0,672754,0,16899,22556716,655855
4/27/2024,Sri Lanka,LK,0,672754,0,16899,22556716,655855
4/28/2024,Sri Lanka,LK,0,672754,0,16899,22556716,655855
4/29/2024,Sri Lanka,LK,0,672754,0,16899,22556716,655855
4/30/2024,Sri Lanka,LK,0,672754,0,16899,22556716,655855
5/1/2024,Sri Lanka,LK,0,672754,0,16899,22556716,655855
5/2/2024,Sri Lanka,LK,0,672754,0,16899,22556716,655855
5/3/2024,Sri Lanka,LK,0,672754,0,16899,22556716,655855
5/4/2024,Sri Lanka,LK,0,672754,0,16899,22556716,655855
5/5/2024,Sri Lanka,LK,0,672754,0,16899,22556716,655855
5/6/2024,Sri Lanka,LK,5,672759,2,16901,22556711,655858
5/7/2024,Sri Lanka,LK,0,672759,0,16901,22556711,655858
5/8/2024,Sri Lanka,LK,0,672759,0,16901,22556711,655858
5/9/2024,Sri Lanka,LK,3,672762,0,16901,22556708,655861
5/10/2024,Sri Lanka,LK,0,672762,0,16901,22556708,655861
5/11/2024,Sri Lanka,LK,0,672762,0,16901,22556708,655861
5/12/2024,Sri Lanka,LK,0,672762,0,16901,22556708,655861
5/13/2024,Sri Lanka,LK,0,672762,0,16901,22556708,655861
5/14/2024,Sri Lanka,LK,0,672762,0,16901,22556708,655861
5/15/2024,Sri Lanka,LK,1,672763,0,16901,22556707,655862
5/16/2024,Sri Lanka,LK,0,672763,0,16901,22556707,655862
5/17/2024,Sri Lanka,LK,0,672763,0,16901,22556707,655862
5/18/2024,Sri Lanka,LK,0,672763,0,16901,22556707,655862
5/19/2024,Sri Lanka,LK,0,672763,0,16901,22556707,655862
5/20/2024,Sri Lanka,LK,5,672768,0,16901,22556702,655867
5/21/2024,Sri Lanka,LK,0,672768,0,16901,22556702,655867
5/22/2024,Sri Lanka,LK,0,672768,0,16901,22556702,655867
5/23/2024,Sri Lanka,LK,0,672768,0,16901,22556702,655867
5/24/2024,Sri Lanka,LK,0,672768,0,16901,22556702,655867
5/25/2024,Sri Lanka,LK,0,672768,0,16901,22556702,655867
5/26/2024,Sri Lanka,LK,0,672768,0,16901,22556702,655867
5/27/2024,Sri Lanka,LK,0,672768,0,16901,22556702,655867
5/28/2024,Sri Lanka,LK,0,672768,0,16901,22556702,655867
5/29/2024,Sri Lanka,LK,0,672768,0,16901,22556702,655867
5/30/2024,Sri Lanka,LK,0,672768,0,16901,22556702,655867
5/31/2024,Sri Lanka,LK,0,672768,0,16901,22556702,655867
6/1/2024,Sri Lanka,LK,0,672768,0,16901,22556702,655867
6/2/2024,Sri Lanka,LK,0,672768,0,16901,22556702,655867
6/3/2024,Sri Lanka,LK,11,672779,3,16904,22556691,655875
6/4/2024,Sri Lanka,LK,0,672779,0,16904,22556691,655875
6/5/2024,Sri Lanka,LK,0,672779,0,16904,22556691,655875
6/6/2024,Sri Lanka,LK,0,672779,0,16904,22556691,655875
6/7/2024,Sri Lanka,LK,0,672779,0,16904,22556691,655875
6/8/2024,Sri Lanka,LK,0,672779,0,16904,22556691,655875
6/9/2024,Sri Lanka,LK,0,672779,0,16904,22556691,655875
6/10/2024,Sri Lanka,LK,0,672779,0,16904,22556691,655875
6/11/2024,Sri Lanka,LK,0,672779,0,16904,22556691,655875
6/12/2024,Sri Lanka,LK,0,672779,0,16904,22556691,655875
6/13/2024,Sri Lanka,LK,0,672779,0,16904,22556691,655875
6/14/2024,Sri Lanka,LK,0,672779,0,16904,22556691,655875
6/15/2024,Sri Lanka,LK,0,672779,0,16904,22556691,655875
6/16/2024,Sri Lanka,LK,0,672779,0,16904,22556691,655875
6/17/2024,Sri Lanka,LK,0,672779,0,16904,22556691,655875
6/18/2024,Sri Lanka,LK,0,672779,0,16904,22556691,655875
6/19/2024,Sri Lanka,LK,0,672779,0,16904,22556691,655875
6/20/2024,Sri Lanka,LK,9,672788,3,16907,22556682,655881
6/21/2024,Sri Lanka,LK,0,672788,0,16907,22556682,655881
6/22/2024,Sri Lanka,LK,0,672788,0,16907,22556682,655881
6/23/2024,Sri Lanka,LK,0,672788,0,16907,22556682,655881
6/24/2024,Sri Lanka,LK,0,672788,0,16907,22556682,655881
6/25/2024,Sri Lanka,LK,0,672788,0,16907,22556682,655881
6/26/2024,Sri Lanka,LK,0,672788,0,16907,22556682,655881
6/27/2024,Sri Lanka,LK,0,672788,0,16907,22556682,655881
6/28/2024,Sri Lanka,LK,0,672788,0,16907,22556682,655881
6/29/2024,Sri Lanka,LK,0,672788,0,16907,22556682,655881
6/30/2024,Sri Lanka,LK,3,672791,0,16907,22556679,655884
7/1/2024,Sri Lanka,LK,0,672791,0,16907,22556679,655884
7/2/2024,Sri Lanka,LK,0,672791,0,16907,22556679,655884
7/3/2024,Sri Lanka,LK,0,672791,0,16907,22556679,655884
7/4/2024,Sri Lanka,LK,0,672791,0,16907,22556679,655884
7/5/2024,Sri Lanka,LK,0,672791,0,16907,22556679,655884
7/6/2024,Sri Lanka,LK,0,672791,0,16907,22556679,655884
7/7/2024,Sri Lanka,LK,0,672791,0,16907,22556679,655884
7/8/2024,Sri Lanka,LK,0,672791,0,16907,22556679,655884
7/9/2024,Sri Lanka,LK,0,672791,0,16907,22556679,655884
7/10/2024,Sri Lanka,LK,0,672791,0,16907,22556679,655884
7/11/2024,Sri Lanka,LK,0,672791,0,16907,22556679,655884
7/12/2024,Sri Lanka,LK,0,672791,0,16907,22556679,655884
7/13/2024,Sri Lanka,LK,0,672791,0,16907,22556679,655884
7/14/2024,Sri Lanka,LK,0,672791,0,16907,22556679,655884
7/15/2024,Sri Lanka,LK,0,672791,0,16907,22556679,655884
7/16/2024,Sri Lanka,LK,0,672791,0,16907,22556679,655884
7/17/2024,Sri Lanka,LK,0,672791,0,16907,22556679,655884
7/18/2024,Sri Lanka,LK,0,672791,0,16907,22556679,655884
7/19/2024,Sri Lanka,LK,0,672791,0,16907,22556679,655884
7/20/2024,Sri Lanka,LK,0,672791,0,16907,22556679,655884
7/21/2024,Sri Lanka,LK,6,672797,0,16907,22556673,655890
7/22/2024,Sri Lanka,LK,0,672797,0,16907,22556673,655890
7/23/2024,Sri Lanka,LK,0,672797,0,16907,22556673,655890
7/24/2024,Sri Lanka,LK,0,672797,0,16907,22556673,655890
7/25/2024,Sri Lanka,LK,0,672797,0,16907,22556673,655890
7/26/2024,Sri Lanka,LK,0,672797,0,16907,22556673,655890
7/27/2024,Sri Lanka,LK,0,672797,0,16907,22556673,655890
7/28/2024,Sri Lanka,LK,0,672797,0,16907,22556673,655890
7/29/2024,Sri Lanka,LK,0,672797,0,16907,22556673,655890
7/30/2024,Sri Lanka,LK,0,672797,0,16907,22556673,655890
7/31/2024,Sri Lanka,LK,1,672798,0,16907,22556672,655891
8/1/2024,Sri Lanka,LK,0,672798,0,16907,22556672,655891
8/2/2024,Sri Lanka,LK,0,672798,0,16907,22556672,655891
8/3/2024,Sri Lanka,LK,0,672798,0,16907,22556672,655891
8/4/2024,Sri Lanka,LK,0,672798,0,16907,22556672,655891
8/5/2024,Sri Lanka,LK,0,672798,0,16907,22556672,655891
8/6/2024,Sri Lanka,LK,0,672798,0,16907,22556672,655891
8/7/2024,Sri Lanka,LK,0,672798,0,16907,22556672,655891
8/8/2024,Sri Lanka,LK,0,672798,0,16907,22556672,655891
8/9/2024,Sri Lanka,LK,0,672798,0,16907,22556672,655891
8/10/2024,Sri Lanka,LK,0,672798,0,16907,22556672,655891
8/11/2024,Sri Lanka,LK,0,672798,0,16907,22556672,655891
8/12/2024,Sri Lanka,LK,0,672798,0,16907,22556672,655891
8/13/2024,Sri Lanka,LK,0,672798,0,16907,22556672,655891
8/14/2024,Sri Lanka,LK,0,672798,0,16907,22556672,655891
8/15/2024,Sri Lanka,LK,0,672798,0,16907,22556672,655891
8/16/2024,Sri Lanka,LK,0,672798,0,16907,22556672,655891
8/17/2024,Sri Lanka,LK,0,672798,0,16907,22556672,655891
8/18/2024,Sri Lanka,LK,0,672798,0,16907,22556672,655891
8/19/2024,Sri Lanka,LK,0,672798,0,16907,22556672,655891
8/20/2024,Sri Lanka,LK,0,672798,0,16907,22556672,655891
8/21/2024,Sri Lanka,LK,0,672798,0,16907,22556672,655891
8/22/2024,Sri Lanka,LK,0,672798,0,16907,22556672,655891
8/23/2024,Sri Lanka,LK,0,672798,0,16907,22556672,655891
8/24/2024,Sri Lanka,LK,0,672798,0,16907,22556672,655891
8/25/2024,Sri Lanka,LK,0,672798,0,16907,22556672,655891
8/26/2024,Sri Lanka,LK,0,672798,0,16907,22556672,655891
8/27/2024,Sri Lanka,LK,0,672798,0,16907,22556672,655891
8/28/2024,Sri Lanka,LK,0,672798,0,16907,22556672,655891
8/29/2024,Sri Lanka,LK,0,672798,0,16907,22556672,655891
8/30/2024,Sri Lanka,LK,0,672798,0,16907,22556672,655891
8/31/2024,Sri Lanka,LK,0,672798,0,16907,22556672,655891
9/1/2024,Sri Lanka,LK,0,672798,0,16907,22556672,655891
9/2/2024,Sri Lanka,LK,4,672802,0,16907,22556668,655895
9/3/2024,Sri Lanka,LK,0,672802,0,16907,22556668,655895
9/4/2024,Sri Lanka,LK,0,672802,0,16907,22556668,655895
9/5/2024,Sri Lanka,LK,0,672802,0,16907,22556668,655895
9/6/2024,Sri Lanka,LK,0,672802,0,16907,22556668,655895
9/7/2024,Sri Lanka,LK,0,672802,0,16907,22556668,655895
9/8/2024,Sri Lanka,LK,0,672802,0,16907,22556668,655895
9/9/2024,Sri Lanka,LK,0,672802,0,16907,22556668,655895
9/10/2024,Sri Lanka,LK,0,672802,0,16907,22556668,655895
9/11/2024,Sri Lanka,LK,0,672802,0,16907,22556668,655895
9/12/2024,Sri Lanka,LK,0,672802,0,16907,22556668,655895
9/13/2024,Sri Lanka,LK,0,672802,0,16907,22556668,655895
9/14/2024,Sri Lanka,LK,0,672802,0,16907,22556668,655895
9/15/2024,Sri Lanka,LK,0,672802,0,16907,22556668,655895
9/16/2024,Sri Lanka,LK,0,672802,0,16907,22556668,655895
9/17/2024,Sri Lanka,LK,0,672802,0,16907,22556668,655895
9/18/2024,Sri Lanka,LK,0,672802,0,16907,22556668,655895
9/19/2024,Sri Lanka,LK,0,672802,0,16907,22556668,655895
9/20/2024,Sri Lanka,LK,0,672802,0,16907,22556668,655895
9/21/2024,Sri Lanka,LK,0,672802,0,16907,22556668,655895
9/22/2024,Sri Lanka,LK,0,672802,0,16907,22556668,655895
9/23/2024,Sri Lanka,LK,0,672802,0,16907,22556668,655895
9/24/2024,Sri Lanka,LK,0,672802,0,16907,22556668,655895
9/25/2024,Sri Lanka,LK,0,672802,0,16907,22556668,655895
9/26/2024,Sri Lanka,LK,0,672802,0,16907,22556668,655895
9/27/2024,Sri Lanka,LK,0,672802,0,16907,22556668,655895
9/28/2024,Sri Lanka,LK,0,672802,0,16907,22556668,655895
9/29/2024,Sri Lanka,LK,0,672802,0,16907,22556668,655895
9/30/2024,Sri Lanka,LK,0,672802,0,16907,22556668,655895
10/1/2024,Sri Lanka,LK,0,672802,0,16907,22556668,655895
10/2/2024,Sri Lanka,LK,0,672802,0,16907,22556668,655895
10/3/2024,Sri Lanka,LK,0,672802,0,16907,22556668,655895
10/4/2024,Sri Lanka,LK,0,672802,0,16907,22556668,655895
10/5/2024,Sri Lanka,LK,0,672802,0,16907,22556668,655895
10/6/2024,Sri Lanka,LK,0,672802,0,16907,22556668,655895
10/7/2024,Sri Lanka,LK,0,672802,0,16907,22556668,655895
10/8/2024,Sri Lanka,LK,0,672802,0,16907,22556668,655895
10/9/2024,Sri Lanka,LK,0,672802,0,16907,22556668,655895
10/10/2024,Sri Lanka,LK,0,672802,0,16907,22556668,655895
10/11/2024,Sri Lanka,LK,0,672802,0,16907,22556668,655895
10/12/2024,Sri Lanka,LK,0,672802,0,16907,22556668,655895
10/13/2024,Sri Lanka,LK,0,672802,0,16907,22556668,655895
10/14/2024,Sri Lanka,LK,0,672802,0,16907,22556668,655895
10/15/2024,Sri Lanka,LK,0,672802,0,16907,22556668,655895
10/16/2024,Sri Lanka,LK,0,672802,0,16907,22556668,655895
10/17/2024,Sri Lanka,LK,0,672802,0,16907,22556668,655895
10/18/2024,Sri Lanka,LK,0,672802,0,16907,22556668,655895
10/19/2024,Sri Lanka,LK,0,672802,0,16907,22556668,655895
10/20/2024,Sri Lanka,LK,0,672802,0,16907,22556668,655895
10/21/2024,Sri Lanka,LK,0,672802,0,16907,22556668,655895
10/22/2024,Sri Lanka,LK,0,672802,0,16907,22556668,655895
10/23/2024,Sri Lanka,LK,0,672802,0,16907,22556668,655895
10/24/2024,Sri Lanka,LK,0,672802,0,16907,22556668,655895
10/25/2024,Sri Lanka,LK,0,672802,0,16907,22556668,655895
10/26/2024,Sri Lanka,LK,0,672802,0,16907,22556668,655895
10/27/2024,Sri Lanka,LK,7,672809,0,16907,22556661,655902
10/28/2024,Sri Lanka,LK,0,672809,0,16907,22556661,655902
10/29/2024,Sri Lanka,LK,0,672809,0,16907,22556661,655902
10/30/2024,Sri Lanka,LK,0,672809,0,16907,22556661,655902
10/31/2024,Sri Lanka,LK,0,672809,0,16907,22556661,655902
11/1/2024,Sri Lanka,LK,0,672809,0,16907,22556661,655902
11/2/2024,Sri Lanka,LK,0,672809,0,16907,22556661,655902
11/3/2024,Sri Lanka,LK,0,672809,0,16907,22556661,655902
11/4/2024,Sri Lanka,LK,0,672809,0,16907,22556661,655902
11/5/2024,Sri Lanka,LK,0,672809,0,16907,22556661,655902
11/6/2024,Sri Lanka,LK,0,672809,0,16907,22556661,655902
11/7/2024,Sri Lanka,LK,0,672809,0,16907,22556661,655902
11/8/2024,Sri Lanka,LK,0,672809,0,16907,22556661,655902
11/9/2024,Sri Lanka,LK,0,672809,0,16907,22556661,655902
11/10/2024,Sri Lanka,LK,0,672809,0,16907,22556661,655902
11/11/2024,Sri Lanka,LK,0,672809,0,16907,22556661,655902
11/12/2024,Sri Lanka,LK,0,672809,0,16907,22556661,655902
11/13/2024,Sri Lanka,LK,0,672809,0,16907,22556661,655902
11/14/2024,Sri Lanka,LK,0,672809,0,16907,22556661,655902
11/15/2024,Sri Lanka,LK,0,672809,0,16907,22556661,655902
11/16/2024,Sri Lanka,LK,0,672809,0,16907,22556661,655902
11/17/2024,Sri Lanka,LK,0,672809,0,16907,22556661,655902
11/18/2024,Sri Lanka,LK,0,672809,0,16907,22556661,655902
11/19/2024,Sri Lanka,LK,0,672809,0,16907,22556661,655902
11/20/2024,Sri Lanka,LK,0,672809,0,16907,22556661,655902
11/21/2024,Sri Lanka,LK,0,672809,0,16907,22556661,655902
11/22/2024,Sri Lanka,LK,0,672809,0,16907,22556661,655902
11/23/2024,Sri Lanka,LK,0,672809,0,16907,22556661,655902
11/24/2024,Sri Lanka,LK,0,672809,0,16907,22556661,655902
11/25/2024,Sri Lanka,LK,0,672809,0,16907,22556661,655902
11/26/2024,Sri Lanka,LK,0,672809,0,16907,22556661,655902
11/27/2024,Sri Lanka,LK,0,672809,0,16907,22556661,655902
11/28/2024,Sri Lanka,LK,0,672809,0,16907,22556661,655902
11/29/2024,Sri Lanka,LK,0,672809,0,16907,22556661,655902
11/30/2024,Sri Lanka,LK,3,672812,0,16907,22556658,655905
12/1/2024,Sri Lanka,LK,0,672812,0,16907,22556658,655905
12/2/2024,Sri Lanka,LK,0,672812,0,16907,22556658,655905
12/3/2024,Sri Lanka,LK,0,672812,0,16907,22556658,655905
12/4/2024,Sri Lanka,LK,0,672812,0,16907,22556658,655905
12/5/2024,Sri Lanka,LK,0,672812,0,16907,22556658,655905
12/6/2024,Sri Lanka,LK,0,672812,0,16907,22556658,655905
12/7/2024,Sri Lanka,LK,0,672812,0,16907,22556658,655905
12/8/2024,Sri Lanka,LK,0,672812,0,16907,22556658,655905
12/9/2024,Sri Lanka,LK,0,672812,0,16907,22556658,655905
12/10/2024,Sri Lanka,LK,0,672812,0,16907,22556658,655905
12/11/2024,Sri Lanka,LK,0,672812,0,16907,22556658,655905
12/12/2024,Sri Lanka,LK,0,672812,0,16907,22556658,655905
12/13/2024,Sri Lanka,LK,0,672812,0,16907,22556658,655905
12/14/2024,Sri Lanka,LK,0,672812,0,16907,22556658,655905
12/15/2024,Sri Lanka,LK,0,672812,0,16907,22556658,655905
12/16/2024,Sri Lanka,LK,0,672812,0,16907,22556658,655905
12/17/2024,Sri Lanka,LK,0,672812,0,16907,22556658,655905
12/18/2024,Sri Lanka,LK,0,672812,0,16907,22556658,655905
12/19/2024,Sri Lanka,LK,0,672812,0,16907,22556658,655905
12/20/2024,Sri Lanka,LK,0,672812,0,16907,22556658,655905
12/21/2024,Sri Lanka,LK,0,672812,0,16907,22556658,655905
12/22/2024,Sri Lanka,LK,0,672812,0,16907,22556658,655905
12/23/2024,Sri Lanka,LK,0,672812,0,16907,22556658,655905
12/24/2024,Sri Lanka,LK,0,672812,0,16907,22556658,655905
12/25/2024,Sri Lanka,LK,0,672812,0,16907,22556658,655905
12/26/2024,Sri Lanka,LK,0,672812,0,16907,22556658,655905
12/27/2024,Sri Lanka,LK,0,672812,0,16907,22556658,655905
12/28/2024,Sri Lanka,LK,0,672812,0,16907,22556658,655905
12/29/2024,Sri Lanka,LK,0,672812,0,16907,22556658,655905
12/30/2024,Sri Lanka,LK,0,672812,0,16907,22556658,655905
12/31/2024,Sri Lanka,LK,0,672812,0,16907,22556658,655905
1/1/2025,Sri Lanka,LK,0,672812,0,16907,22556658,655905
1/2/2025,Sri Lanka,LK,0,672812,0,16907,22556658,655905
1/3/2025,Sri Lanka,LK,0,672812,0,16907,22556658,655905
1/4/2025,Sri Lanka,LK,0,672812,0,16907,22556658,655905
1/5/2025,Sri Lanka,LK,0,672812,0,16907,22556658,655905
1/6/2025,Sri Lanka,LK,0,672812,0,16907,22556658,655905
1/7/2025,Sri Lanka,LK,0,672812,0,16907,22556658,655905
1/8/2025,Sri Lanka,LK,0,672812,0,16907,22556658,655905
1/9/2025,Sri Lanka,LK,0,672812,0,16907,22556658,655905
1/10/2025,Sri Lanka,LK,0,672812,0,16907,22556658,655905
1/11/2025,Sri Lanka,LK,0,672812,0,16907,22556658,655905
1/12/2025,Sri Lanka,LK,0,672812,0,16907,22556658,655905
1/13/2025,Sri Lanka,LK,0,672812,0,16907,22556658,655905
1/14/2025,Sri Lanka,LK,0,672812,0,16907,22556658,655905
1/15/2025,Sri Lanka,LK,0,672812,0,16907,22556658,655905
1/16/2025,Sri Lanka,LK,0,672812,0,16907,22556658,655905
1/17/2025,Sri Lanka,LK,0,672812,0,16907,22556658,655905
1/18/2025,Sri Lanka,LK,0,672812,0,16907,22556658,655905
1/19/2025,Sri Lanka,LK,0,672812,0,16907,22556658,655905
1/20/2025,Sri Lanka,LK,0,672812,0,16907,22556658,655905
1/21/2025,Sri Lanka,LK,0,672812,0,16907,22556658,655905
1/22/2025,Sri Lanka,LK,0,672812,0,16907,22556658,655905
